# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
32628.4000 M625 640674 1 8.4000 Sat46 Beijing0 299 N Sat46->Beijing0
32628.4000 M638 743511 1 8.4000 Sat57 Sat35 299 N Sat57->Sat35
32650.9000 M622 737077 2 30.9000 Sat35 Sat46 299 N Sat35->Sat57->Sat46
32653.9000 M639 739285 1 33.9000 Sat57 Sat46 299 N Sat57->Sat46
32656.5000 M583 625450 2 36.5000 Beijing0 Sat57 299 N Beijing0->Sat46->Sat57
32658.9000 M630 582907 1 38.9000 Sat46 Sat35 299 N Sat46->Sat35
32661.6000 M581 664885 2 41.6000 Beijing0 Sat35 299 N Beijing0->Sat46->Sat35
32664.4000 M631 681657 1 44.4000 Sat46 Sat57 299 N Sat46->Sat57
32702.3000 M617 773577 2 82.3000 Sat35 Beijing0 298 N Sat35->Sat46->Beijing0
32705.5000 M633 795734 3 85.5000 Sat57 Beijing0 298 N Sat57->Sat35->Sat46->Beijing0
33208.1000 M538 522000 1 5551.1000 Sat24 Kashi1 207 N Sat24->Kashi1
33211.8000 M610 918614 1 591.8000 Sat24 Kashi1 290 N Sat24->Kashi1
33215.4000 M505 883370 2 5558.4000 Beijing0 Kashi1 207 N Beijing0->Sat24->Kashi1
33219.1000 M522 906495 3 5562.1000 Sanya2 Kashi1 207 N Sanya2->Sat13->Sat24->Kashi1
33221.8000 M570 674617 2 5564.8000 Sat68 Kashi1 207 N Sat68->Sat24->Kashi1
33225.6000 M642 931603 2 605.6000 Sat68 Kashi1 289 N Sat68->Sat24->Kashi1
33229.1000 M530 871376 2 5572.1000 Sat13 Kashi1 207 N Sat13->Sat24->Kashi1
33231.2000 M557 518416 3 5574.2000 Sat46 Sat24 207 N Sat46->Sat35->Kashi1->Sat24
33234.4000 M588 795095 1 614.4000 Kashi1 Sat24 289 N Kashi1->Sat24
33237.3000 M565 715610 4 5580.3000 Sat57 Sat24 206 N Sat57->Sat46->Sat35->Kashi1->Sat24
33240.3000 M516 742886 1 5583.3000 Kashi1 Sat24 206 N Kashi1->Sat24
33242.7000 M549 592046 2 5585.7000 Sat35 Sat24 206 N Sat35->Kashi1->Sat24
33418.8000 M629 998913 2 798.8000 Sat46 Sat24 286 N Sat46->Beijing0->Sat24
33422.7000 M637 972439 3 802.7000 Sat57 Sat24 286 N Sat57->Sat46->Beijing0->Sat24
33425.1000 M580 592991 1 805.1000 Beijing0 Sat24 286 N Beijing0->Sat24
33428.4000 M569 823113 2 5771.4000 Sat68 Beijing0 203 N Sat68->Sat24->Beijing0
33432.2000 M529 934226 2 5775.2000 Sat13 Beijing0 203 N Sat13->Sat24->Beijing0
33435.0000 M641 697955 2 815.0000 Sat68 Beijing0 286 N Sat68->Sat24->Beijing0
33438.1000 M609 757661 1 818.1000 Sat24 Beijing0 286 N Sat24->Beijing0
33440.9000 M585 689890 2 820.9000 Kashi1 Beijing0 286 N Kashi1->Sat24->Beijing0
33869.3000 M596 818481 1 1249.3000 Sanya2 Sat24 279 N Sanya2->Sat24
33872.0000 M571 653328 2 6215.0000 Sat68 Sanya2 196 N Sat68->Sat24->Sanya2
33875.1000 M611 762207 1 1255.1000 Sat24 Sanya2 279 N Sat24->Sanya2
33877.3000 M643 526214 2 1257.3000 Sat68 Sanya2 279 N Sat68->Sat24->Sanya2
33880.8000 M586 851201 2 1260.8000 Kashi1 Sanya2 278 N Kashi1->Sat24->Sanya2
33946.2000 M578 820195 2 1326.2000 Beijing0 Sanya2 277 N Beijing0->Sat24->Sanya2
33973.9000 M593 781785 2 1353.9000 Sanya2 Beijing0 277 N Sanya2->Sat24->Beijing0
34844.4000 M552 592720 3 7187.4000 Sat35 Sat68 180 N Sat35->Kashi1->Sat24->Sat68
34846.9000 M352 616020 4 16378.9000 Sat57 Sat68 27 N Sat57->Sat35->Kashi1->Sat24->Sat68
34850.4000 M496 858368 4 10248.4000 Sat57 Sat68 129 N Sat57->Sat35->Kashi1->Sat24->Sat68
34853.0000 M424 649975 4 13328.0000 Sat57 Sat68 77 N Sat57->Sat35->Kashi1->Sat24->Sat68
34856.1000 M520 765115 2 7199.1000 Kashi1 Sat68 180 N Kashi1->Sat24->Sat68
34858.8000 M568 663690 4 7201.8000 Sat57 Sat68 179 N Sat57->Sat35->Kashi1->Sat24->Sat68
34861.8000 M560 725726 4 7204.8000 Sat46 Sat68 179 N Sat46->Sat35->Beijing0->Sat24->Sat68
34865.4000 M632 876289 3 2245.4000 Sat46 Sat68 262 N Sat46->Beijing0->Sat24->Sat68
34868.4000 M600 744252 2 2248.4000 Sanya2 Sat68 262 N Sanya2->Sat24->Sat68
34871.2000 M592 698615 2 2251.2000 Kashi1 Sat68 262 N Kashi1->Sat24->Sat68
34873.9000 M640 670362 4 2253.9000 Sat57 Sat68 262 N Sat57->Sat46->Beijing0->Sat24->Sat68
34876.7000 M584 698709 2 2256.7000 Beijing0 Sat68 262 N Beijing0->Sat24->Sat68
36774.6000 M589 642191 1 4154.6000 Kashi1 Sat35 230 N Kashi1->Sat35
36777.1000 M533 610314 3 9120.1000 Sat13 Sat35 147 N Sat13->Sat24->Kashi1->Sat35
36780.5000 M613 828379 2 4160.5000 Sat24 Sat35 230 N Sat24->Kashi1->Sat35
36782.7000 M574 549490 3 9125.7000 Sat68 Sat35 147 N Sat68->Sat24->Kashi1->Sat35
36786.1000 M646 832181 3 4166.1000 Sat68 Sat35 230 N Sat68->Sat24->Kashi1->Sat35
36789.2000 M577 758878 3 4169.2000 Beijing0 Kashi1 230 N Beijing0->Sat46->Sat35->Kashi1
36791.8000 M634 633122 2 4171.8000 Sat57 Kashi1 230 N Sat57->Sat35->Kashi1
36794.4000 M626 639972 2 4174.4000 Sat46 Kashi1 230 N Sat46->Sat35->Kashi1
36797.2000 M618 675404 1 4177.2000 Sat35 Kashi1 230 N Sat35->Kashi1
37168.5000 M661 701515 1 5.5000 Kashi1 Sat35 299 N Kashi1->Sat35
37171.9000 M690 839053 1 8.9000 Sat35 Kashi1 299 N Sat35->Kashi1
37284.3000 M689 818459 1 121.3000 Sat35 Beijing0 297 N Sat35->Beijing0
37286.9000 M657 647953 2 123.9000 Kashi1 Beijing0 297 N Kashi1->Sat35->Beijing0
37289.4000 M597 610562 3 4669.4000 Sanya2 Sat35 222 N Sanya2->Sat24->Beijing0->Sat35
37292.1000 M653 652679 1 129.1000 Beijing0 Sat35 297 N Beijing0->Sat35
37587.2000 M615 788589 3 4967.2000 Sat24 Sat57 217 N Sat24->Kashi1->Sat35->Sat57
37589.3000 M576 505487 4 9932.3000 Sat68 Sat57 134 N Sat68->Sat24->Kashi1->Sat35->Sat57
37591.5000 M648 525429 4 4971.5000 Sat68 Sat57 217 N Sat68->Sat24->Kashi1->Sat35->Sat57
37593.9000 M695 579901 1 430.9000 Sat35 Sat57 292 N Sat35->Sat57
37596.8000 M663 716045 2 433.8000 Kashi1 Sat57 292 N Kashi1->Sat35->Sat57
37599.7000 M591 719739 2 4979.7000 Kashi1 Sat57 217 N Kashi1->Sat35->Sat57
37602.1000 M655 591987 2 439.1000 Beijing0 Sat57 292 N Beijing0->Sat35->Sat57
37604.2000 M710 504630 1 441.2000 Sat57 Sat35 292 N Sat57->Sat35
37621.7000 M705 815625 2 458.7000 Sat57 Beijing0 292 N Sat57->Sat35->Beijing0
37646.8000 M717 936202 1 483.8000 Sat68 Sat24 291 N Sat68->Sat24
37650.8000 M688 976918 1 487.8000 Sat24 Sat68 291 N Sat24->Sat68
37763.7000 M647 672765 3 5143.7000 Sat68 Sat46 214 N Sat68->Sat24->Kashi1->Sat46
37767.0000 M614 802374 2 5147.0000 Sat24 Sat46 214 N Sat24->Kashi1->Sat46
37770.7000 M575 908889 3 10113.7000 Sat68 Sat46 131 N Sat68->Sat24->Kashi1->Sat46
37773.5000 M590 680540 1 5153.5000 Kashi1 Sat46 214 N Kashi1->Sat46
37777.0000 M662 854957 1 614.0000 Kashi1 Sat46 289 N Kashi1->Sat46
37780.3000 M698 807386 1 617.3000 Sat46 Kashi1 289 N Sat46->Kashi1
37819.4000 M627 665139 1 5199.4000 Sat46 Sanya2 213 N Sat46->Sanya2
37822.1000 M699 669688 1 659.1000 Sat46 Sanya2 289 N Sat46->Sanya2
37825.2000 M619 760115 2 5205.2000 Sat35 Sanya2 213 N Sat35->Sat46->Sanya2
37828.4000 M635 796114 2 5208.4000 Sat57 Sanya2 213 N Sat57->Sat46->Sanya2
37830.5000 M670 502107 1 667.5000 Sanya2 Sat46 288 N Sanya2->Sat46
37833.0000 M598 603168 1 5213.0000 Sanya2 Sat46 213 N Sanya2->Sat46
37867.6000 M666 798916 2 704.6000 Sanya2 Kashi1 288 N Sanya2->Sat46->Kashi1
37869.9000 M594 572058 2 5249.9000 Sanya2 Kashi1 212 N Sanya2->Sat46->Kashi1
37945.4000 M658 949317 2 782.4000 Kashi1 Sanya2 286 N Kashi1->Sat46->Sanya2
37995.4000 M654 827967 1 832.4000 Beijing0 Sat46 286 N Beijing0->Sat46
37999.0000 M665 898346 2 836.0000 Sanya2 Beijing0 286 N Sanya2->Sat46->Beijing0
38002.0000 M697 736674 1 839.0000 Sat46 Beijing0 286 N Sat46->Beijing0
38054.4000 M650 526052 2 891.4000 Beijing0 Sanya2 285 N Beijing0->Sat46->Sanya2
38056.8000 M649 588653 2 893.8000 Beijing0 Kashi1 285 N Beijing0->Sat46->Kashi1
38110.1000 M711 766653 1 947.1000 Sat57 Sat46 284 N Sat57->Sat46
38114.1000 M694 986675 2 951.1000 Sat35 Sat46 284 N Sat35->Sat57->Sat46
38116.8000 M671 667481 2 953.8000 Sanya2 Sat57 284 N Sanya2->Sat46->Sat57
38120.6000 M599 938468 2 5500.6000 Sanya2 Sat57 208 N Sanya2->Sat46->Sat57
38124.2000 M703 890709 1 961.2000 Sat46 Sat57 283 N Sat46->Sat57
38134.3000 M669 611977 3 971.3000 Sanya2 Sat35 283 N Sanya2->Sat46->Sat57->Sat35
38136.9000 M702 645366 2 973.9000 Sat46 Sat35 283 N Sat46->Sat57->Sat35
38160.4000 M691 750628 3 997.4000 Sat35 Sanya2 283 N Sat35->Sat57->Sat46->Sanya2
38162.8000 M706 594844 2 999.8000 Sat57 Kashi1 283 N Sat57->Sat46->Kashi1
38165.9000 M707 767122 2 1002.9000 Sat57 Sanya2 283 N Sat57->Sat46->Sanya2
39081.0000 M693 745444 2 1918.0000 Sat35 Sat24 268 N Sat35->Kashi1->Sat24
39084.7000 M709 901076 3 1921.7000 Sat57 Sat24 267 N Sat57->Sat46->Kashi1->Sat24
39086.8000 M621 514049 2 6466.8000 Sat35 Sat24 192 N Sat35->Kashi1->Sat24
39090.8000 M701 988860 2 1927.8000 Sat46 Sat24 267 N Sat46->Kashi1->Sat24
39094.0000 M660 798197 1 1931.0000 Kashi1 Sat24 267 N Kashi1->Sat24
39096.6000 M682 629743 1 1933.6000 Sat24 Kashi1 267 N Sat24->Kashi1
39099.9000 M714 816417 2 1936.9000 Sat68 Kashi1 267 N Sat68->Sat24->Kashi1
39374.2000 M713 535256 2 2211.2000 Sat68 Beijing0 263 N Sat68->Sat24->Beijing0
39378.1000 M681 964185 1 2215.1000 Sat24 Beijing0 263 N Sat24->Beijing0
39381.0000 M652 709592 1 2218.0000 Beijing0 Sat24 263 N Beijing0->Sat24
39604.6000 M715 569604 2 2441.6000 Sat68 Sanya2 259 N Sat68->Sat24->Sanya2
39607.3000 M683 664855 1 2444.3000 Sat24 Sanya2 259 N Sat24->Sanya2
39609.8000 M668 610098 1 2446.8000 Sanya2 Sat24 259 N Sanya2->Sat24
40465.7000 M624 657732 3 7845.7000 Sat35 Sat68 169 N Sat35->Kashi1->Sat24->Sat68
40468.4000 M712 657572 4 3305.4000 Sat57 Sat68 244 N Sat57->Sat46->Kashi1->Sat24->Sat68
40471.0000 M664 635411 2 3308.0000 Kashi1 Sat68 244 N Kashi1->Sat24->Sat68
40474.4000 M672 844916 2 3311.4000 Sanya2 Sat68 244 N Sanya2->Sat24->Sat68
40478.0000 M704 898394 3 3315.0000 Sat46 Sat68 244 N Sat46->Kashi1->Sat24->Sat68
40480.3000 M696 570135 3 3317.3000 Sat35 Sat68 244 N Sat35->Kashi1->Sat24->Sat68
40483.4000 M656 766358 2 3320.4000 Beijing0 Sat68 244 N Beijing0->Sat24->Sat68
41359.9000 M775 918565 1 6.9000 Sat46 Sat57 299 N Sat46->Sat57
41362.8000 M783 713147 1 9.8000 Sat57 Sat46 299 N Sat57->Sat46
42481.3000 M762 821267 1 1128.3000 Sat35 Kashi1 281 N Sat35->Kashi1
42483.5000 M685 537933 2 5320.5000 Sat24 Sat35 211 N Sat24->Kashi1->Sat35
42486.4000 M718 714819 3 5323.4000 Sat68 Sat35 211 N Sat68->Sat24->Kashi1->Sat35
42488.6000 M733 548840 1 1135.6000 Kashi1 Sat35 281 N Kashi1->Sat35
42901.2000 M725 540776 1 1548.2000 Beijing0 Sat35 274 N Beijing0->Sat35
42904.2000 M729 732670 2 1551.2000 Kashi1 Beijing0 274 N Kashi1->Sat35->Beijing0
42907.2000 M761 747234 1 1554.2000 Sat35 Beijing0 274 N Sat35->Beijing0
43110.0000 M779 729946 1 1757.0000 Sat57 Sanya2 270 N Sat57->Sanya2
43113.9000 M687 952886 2 5950.9000 Sat24 Sat57 200 N Sat24->Sanya2->Sat57
43117.6000 M720 900103 3 5954.6000 Sat68 Sat57 200 N Sat68->Sat24->Sanya2->Sat57
43120.9000 M743 821825 1 1767.9000 Sanya2 Sat57 270 N Sanya2->Sat57
43231.5000 M727 873085 2 1878.5000 Beijing0 Sat57 268 N Beijing0->Sat35->Sat57
43234.5000 M735 732812 2 1881.5000 Kashi1 Sat57 268 N Kashi1->Sat35->Sat57
43237.4000 M767 701911 1 1884.4000 Sat35 Sat57 268 N Sat35->Sat57
43239.9000 M782 611919 1 1886.9000 Sat57 Sat35 268 N Sat57->Sat35
43243.1000 M774 776404 2 1890.1000 Sat46 Sat35 268 N Sat46->Sat57->Sat35
43246.7000 M741 879714 2 1893.7000 Sanya2 Sat35 268 N Sanya2->Sat57->Sat35
43273.8000 M737 594735 3 1920.8000 Sanya2 Beijing0 267 N Sanya2->Sat57->Sat35->Beijing0
43277.1000 M777 806351 2 1924.1000 Sat57 Beijing0 267 N Sat57->Sat35->Beijing0
43296.3000 M763 899386 2 1943.3000 Sat35 Sanya2 267 N Sat35->Sat57->Sanya2
43298.4000 M730 502540 3 1945.4000 Kashi1 Sanya2 267 N Kashi1->Sat35->Sat57->Sanya2
43308.4000 M789 591052 1 1955.4000 Sat68 Sat24 267 N Sat68->Sat24
43310.5000 M760 508399 1 1957.5000 Sat24 Sat68 267 N Sat24->Sat68
43328.7000 M722 951280 3 1975.7000 Beijing0 Sanya2 267 N Beijing0->Sat35->Sat57->Sanya2
43478.6000 M772 649359 1 2125.6000 Sat46 Sat13 264 N Sat46->Sat13
43480.8000 M556 527788 1 15823.8000 Sat46 Sat13 36 N Sat46->Sat13
43483.1000 M636 568421 3 10863.1000 Sat57 Sat13 118 N Sat57->Sat35->Sat46->Sat13
43485.5000 M620 589989 2 10865.5000 Sat35 Sat13 118 N Sat35->Sat46->Sat13
43488.8000 M548 807091 2 15831.8000 Sat35 Sat13 36 N Sat35->Sat46->Sat13
43490.9000 M708 523479 2 6327.9000 Sat57 Sat13 194 N Sat57->Sat46->Sat13
43493.9000 M700 727298 1 6330.9000 Sat46 Sat13 194 N Sat46->Sat13
43497.3000 M628 849092 1 10877.3000 Sat46 Sat13 118 N Sat46->Sat13
43500.2000 M780 716894 2 2147.2000 Sat57 Sat13 264 N Sat57->Sat46->Sat13
43502.7000 M692 607365 3 6339.7000 Sat35 Sat13 194 N Sat35->Sat57->Sat46->Sat13
43506.0000 M579 807429 2 10886.0000 Beijing0 Sat13 118 N Beijing0->Sat46->Sat13
43509.0000 M564 731013 2 15852.0000 Sat57 Sat13 35 N Sat57->Sat46->Sat13
43512.9000 M678 962878 1 6349.9000 Sat13 Sat46 194 N Sat13->Sat46
43515.1000 M750 535919 1 2162.1000 Sat13 Sat46 263 N Sat13->Sat46
43517.4000 M606 564568 1 10897.4000 Sat13 Sat46 118 N Sat13->Sat46
43603.4000 M770 737647 1 2250.4000 Sat46 Kashi1 262 N Sat46->Kashi1
43607.0000 M602 897931 2 10987.0000 Sat13 Kashi1 116 N Sat13->Sat46->Kashi1
43610.0000 M778 736627 2 2257.0000 Sat57 Kashi1 262 N Sat57->Sat46->Kashi1
43613.2000 M674 782141 2 6450.2000 Sat13 Kashi1 192 N Sat13->Sat46->Kashi1
43615.5000 M746 574913 2 2262.5000 Sat13 Kashi1 262 N Sat13->Sat46->Kashi1
43617.7000 M686 541014 2 6454.7000 Sat24 Sat46 192 N Sat24->Kashi1->Sat46
43620.6000 M719 706440 3 6457.6000 Sat68 Sat46 192 N Sat68->Sat24->Kashi1->Sat46
43623.2000 M734 648681 1 2270.2000 Kashi1 Sat46 262 N Kashi1->Sat46
43626.8000 M766 875828 2 2273.8000 Sat35 Sat46 262 N Sat35->Kashi1->Sat46
43659.3000 M659 558919 2 6496.3000 Kashi1 Sat13 191 N Kashi1->Sat46->Sat13
43661.7000 M587 586647 2 11041.7000 Kashi1 Sat13 115 N Kashi1->Sat46->Sat13
43663.9000 M764 537123 3 2310.9000 Sat35 Sat13 261 N Sat35->Kashi1->Sat46->Sat13
43667.7000 M731 937335 2 2314.7000 Kashi1 Sat13 261 N Kashi1->Sat46->Sat13
43671.5000 M515 934313 2 16014.5000 Kashi1 Sat13 33 N Kashi1->Sat46->Sat13
43883.5000 M726 753114 3 2530.5000 Beijing0 Sat46 257 N Beijing0->Sat35->Sat57->Sat46
43887.1000 M742 875548 2 2534.1000 Sanya2 Sat46 257 N Sanya2->Sat57->Sat46
43890.4000 M679 809508 2 6727.4000 Sat13 Sat57 187 N Sat13->Sat46->Sat57
43892.9000 M751 609399 2 2539.9000 Sat13 Sat57 257 N Sat13->Sat46->Sat57
43896.1000 M607 795784 2 11276.1000 Sat13 Sat57 112 N Sat13->Sat46->Sat57
43993.4000 M673 719405 3 6830.4000 Sat13 Beijing0 186 N Sat13->Sat46->Sat57->Beijing0
43997.2000 M769 937431 2 2644.2000 Sat46 Beijing0 255 N Sat46->Sat57->Beijing0
44000.9000 M601 903589 3 11380.9000 Sat13 Beijing0 110 N Sat13->Sat46->Sat57->Beijing0
44003.5000 M745 639027 3 2650.5000 Sat13 Beijing0 255 N Sat13->Sat46->Sat57->Beijing0
44019.4000 M738 827135 3 2666.4000 Sanya2 Kashi1 255 N Sanya2->Sat57->Sat46->Kashi1
44023.1000 M721 919148 3 2670.1000 Beijing0 Kashi1 255 N Beijing0->Sat57->Sat46->Kashi1
44991.3000 M732 569757 1 3638.3000 Kashi1 Sat24 239 N Kashi1->Sat24
44994.2000 M765 701952 2 3641.2000 Sat35 Sat24 239 N Sat35->Kashi1->Sat24
44996.5000 M604 564908 3 12376.5000 Sat13 Sat24 93 N Sat13->Sat46->Kashi1->Sat24
44999.1000 M748 636985 3 3646.1000 Sat13 Sat24 239 N Sat13->Sat46->Kashi1->Sat24
45001.4000 M781 572874 3 3648.4000 Sat57 Sat24 239 N Sat57->Sat46->Kashi1->Sat24
45004.2000 M676 689925 3 7841.2000 Sat13 Sat24 169 N Sat13->Sat46->Kashi1->Sat24
45006.8000 M773 645241 2 3653.8000 Sat46 Sat24 239 N Sat46->Kashi1->Sat24
45009.1000 M786 567634 2 3656.1000 Sat68 Kashi1 239 N Sat68->Sat24->Kashi1
45011.3000 M754 547102 1 3658.3000 Sat24 Kashi1 239 N Sat24->Kashi1
45443.2000 M804 743442 1 6.2000 Kashi1 Sat24 299 N Kashi1->Sat24
45445.6000 M826 588607 1 8.6000 Sat24 Kashi1 299 N Sat24->Kashi1
45694.0000 M827 695690 1 257.0000 Sat24 Sanya2 295 N Sat24->Sanya2
45697.7000 M802 913825 2 260.7000 Kashi1 Sanya2 295 N Kashi1->Sat24->Sanya2
45701.4000 M787 904826 2 4348.4000 Sat68 Sanya2 227 N Sat68->Sat24->Sanya2
45704.5000 M755 768425 1 4351.5000 Sat24 Sanya2 227 N Sat24->Sanya2
45708.5000 M740 976547 1 4355.5000 Sanya2 Sat24 227 N Sanya2->Sat24
45711.0000 M812 624107 1 274.0000 Sanya2 Sat24 295 N Sanya2->Sat24
46099.8000 M839 938354 1 662.8000 Sat35 Sat57 288 N Sat35->Sat57
46101.9000 M677 515476 3 8938.9000 Sat13 Sat35 151 N Sat13->Sat46->Sat57->Sat35
46104.2000 M749 557358 3 4751.2000 Sat13 Sat35 220 N Sat13->Sat46->Sat57->Sat35
46108.1000 M605 974276 3 13488.1000 Sat13 Sat35 75 N Sat13->Sat46->Sat57->Sat35
46110.8000 M854 661242 1 673.8000 Sat57 Sat35 288 N Sat57->Sat35
46155.0000 M723 739230 3 4802.0000 Beijing0 Sat13 219 N Beijing0->Sat57->Sat46->Sat13
46157.4000 M651 591118 3 8994.4000 Beijing0 Sat13 150 N Beijing0->Sat57->Sat46->Sat13
46160.5000 M844 764326 1 723.5000 Sat46 Sat13 287 N Sat46->Sat13
46163.0000 M822 603370 1 726.0000 Sat13 Sat46 287 N Sat13->Sat46
46185.8000 M680 926578 4 9022.8000 Sat13 Sat68 149 N Sat13->Sat46->Kashi1->Sat24->Sat68
46188.9000 M816 750272 2 751.9000 Sanya2 Sat68 287 N Sanya2->Sat24->Sat68
46192.8000 M784 961777 4 4839.8000 Sat57 Sat68 219 N Sat57->Sat46->Kashi1->Sat24->Sat68
46194.9000 M768 517519 3 4841.9000 Sat35 Sat68 219 N Sat35->Kashi1->Sat24->Sat68
46197.8000 M736 717614 2 4844.8000 Kashi1 Sat68 219 N Kashi1->Sat24->Sat68
46200.4000 M832 637880 1 763.4000 Sat24 Sat68 287 N Sat24->Sat68
46203.5000 M776 761202 3 4850.5000 Sat46 Sat68 219 N Sat46->Kashi1->Sat24->Sat68
46207.4000 M808 955499 2 770.4000 Kashi1 Sat68 287 N Kashi1->Sat24->Sat68
46211.4000 M744 984866 2 4858.4000 Sanya2 Sat68 219 N Sanya2->Sat24->Sat68
46215.0000 M608 892167 4 13595.0000 Sat13 Sat68 73 N Sat13->Sat46->Kashi1->Sat24->Sat68
46218.2000 M752 797020 4 4865.2000 Sat13 Sat68 218 N Sat13->Sat46->Kashi1->Sat24->Sat68
46222.1000 M861 973449 1 785.1000 Sat68 Sat24 286 N Sat68->Sat24
46743.5000 M823 624475 2 1306.5000 Sat13 Sat57 278 N Sat13->Sat46->Sat57
46746.4000 M847 712854 1 1309.4000 Sat46 Sat57 278 N Sat46->Sat57
46750.1000 M838 900145 2 1313.1000 Sat35 Sat46 278 N Sat35->Sat57->Sat46
46753.8000 M855 909966 1 1316.8000 Sat57 Sat46 278 N Sat57->Sat46
48134.6000 M790 878362 3 6781.6000 Sat68 Sat35 186 N Sat68->Sat24->Kashi1->Sat35
48136.7000 M829 524864 2 2699.7000 Sat24 Sat35 255 N Sat24->Kashi1->Sat35
48139.7000 M805 736264 1 2702.7000 Kashi1 Sat35 254 N Kashi1->Sat35
48142.9000 M757 781823 2 6789.9000 Sat24 Sat35 186 N Sat24->Kashi1->Sat35
48146.3000 M834 840957 1 2709.3000 Sat35 Kashi1 254 N Sat35->Kashi1
48148.7000 M850 597150 2 2711.7000 Sat57 Kashi1 254 N Sat57->Sat35->Kashi1
48545.1000 M797 769146 1 3108.1000 Beijing0 Sat35 248 N Beijing0->Sat35
48548.3000 M801 799751 2 3111.3000 Kashi1 Beijing0 248 N Kashi1->Sat35->Beijing0
48551.3000 M833 725483 1 3114.3000 Sat35 Beijing0 248 N Sat35->Beijing0
48747.4000 M813 584973 1 3310.4000 Sanya2 Sat35 244 N Sanya2->Sat35
48749.8000 M794 591201 2 3312.8000 Beijing0 Sanya2 244 N Beijing0->Sat35->Sanya2
48752.0000 M835 530350 1 3315.0000 Sat35 Sanya2 244 N Sat35->Sanya2
48863.3000 M809 831486 2 3426.3000 Sanya2 Beijing0 242 N Sanya2->Sat35->Beijing0
48872.7000 M836 658526 3 3435.7000 Sat35 Sat13 242 N Sat35->Sat57->Sat46->Sat13
48875.5000 M852 677498 2 3438.5000 Sat57 Sat13 242 N Sat57->Sat46->Sat13
49001.2000 M894 719872 1 5.2000 Sat13 Sat46 299 N Sat13->Sat46
49003.1000 M885 940487 1 7.1000 Sanya2 Sat35 299 N Sanya2->Sat35
49003.5000 M916 569382 1 7.5000 Sat46 Sat13 299 N Sat46->Sat13
49005.4000 M907 554168 1 9.4000 Sat35 Sanya2 299 N Sat35->Sanya2
49042.1000 M821 501446 3 3605.1000 Sat13 Sat35 239 N Sat13->Sat46->Sat57->Sat35
49045.2000 M926 769420 1 49.2000 Sat57 Sat35 299 N Sat57->Sat35
49048.0000 M846 678285 2 3611.0000 Sat46 Sat35 239 N Sat46->Sat57->Sat35
49050.6000 M792 637543 4 7697.6000 Sat68 Sat57 171 N Sat68->Sat24->Kashi1->Sat35->Sat57
49054.6000 M815 976697 2 3617.6000 Sanya2 Sat57 239 N Sanya2->Sat35->Sat57
49058.0000 M807 844875 2 3621.0000 Kashi1 Sat57 239 N Kashi1->Sat35->Sat57
49060.5000 M887 601070 2 64.5000 Sanya2 Sat57 298 N Sanya2->Sat35->Sat57
49063.9000 M799 825456 2 3626.9000 Beijing0 Sat57 239 N Beijing0->Sat35->Sat57
49067.5000 M759 888943 3 7714.5000 Sat24 Sat57 171 N Sat24->Kashi1->Sat35->Sat57
49070.8000 M911 808218 1 74.8000 Sat35 Sat57 298 N Sat35->Sat57
49073.6000 M831 692694 3 3636.6000 Sat24 Sat57 239 N Sat24->Kashi1->Sat35->Sat57
49117.2000 M819 597966 3 3680.2000 Sat13 Sanya2 238 N Sat13->Sat46->Sat57->Sanya2
49120.9000 M771 904569 2 7767.9000 Sat46 Sanya2 170 N Sat46->Sat57->Sanya2
49124.0000 M747 772987 3 7771.0000 Sat13 Sanya2 170 N Sat13->Sat46->Sat57->Sanya2
49127.9000 M923 952295 1 131.9000 Sat57 Sanya2 297 N Sat57->Sanya2
49130.5000 M851 627216 1 3693.5000 Sat57 Sanya2 238 N Sat57->Sanya2
49132.8000 M843 555418 2 3695.8000 Sat46 Sanya2 238 N Sat46->Sat57->Sanya2
49136.5000 M675 900332 3 11973.5000 Sat13 Sanya2 100 N Sat13->Sat46->Sat57->Sanya2
49139.6000 M603 761960 3 16519.6000 Sat13 Sanya2 24 N Sat13->Sat46->Sat57->Sanya2
49399.2000 M871 534703 1 403.2000 Beijing0 Sat57 293 N Beijing0->Sat57
49402.4000 M849 782491 1 3965.4000 Sat57 Beijing0 233 N Sat57->Beijing0
49405.7000 M881 815258 2 409.7000 Sanya2 Beijing0 293 N Sanya2->Sat57->Beijing0
49409.7000 M921 991851 1 413.7000 Sat57 Beijing0 293 N Sat57->Beijing0
49476.0000 M865 884481 2 480.0000 Beijing0 Kashi1 292 N Beijing0->Sat57->Kashi1
49479.7000 M793 902705 2 4042.7000 Beijing0 Kashi1 232 N Beijing0->Sat57->Kashi1
49483.7000 M882 977933 2 487.7000 Sanya2 Kashi1 291 N Sanya2->Sat57->Kashi1
49485.9000 M810 537942 2 4048.9000 Sanya2 Kashi1 232 N Sanya2->Sat57->Kashi1
49488.9000 M866 742665 2 492.9000 Beijing0 Sanya2 291 N Beijing0->Sat57->Sanya2
49492.7000 M922 940646 1 496.7000 Sat57 Kashi1 291 N Sat57->Kashi1
49496.4000 M879 908392 1 500.4000 Kashi1 Sat57 291 N Kashi1->Sat57
49579.4000 M874 581369 2 583.4000 Kashi1 Sanya2 290 N Kashi1->Sat57->Sanya2
49581.5000 M873 500565 2 585.5000 Kashi1 Beijing0 290 N Kashi1->Sat57->Beijing0
