# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
20036.4000 M171 811066 3 9290.4000 Sat13 Sanya2 145 N Sat13->Sat24->Sat35->Sanya2
20040.2000 M179 946907 2 9294.2000 Sat24 Sanya2 145 N Sat24->Sat35->Sanya2
20043.5000 M154 822125 3 9297.5000 Kashi1 Sanya2 145 N Kashi1->Sat24->Sat35->Sanya2
20047.5000 M339 985022 2 1579.5000 Sat46 Sanya2 273 N Sat46->Sat35->Sanya2
20050.0000 M27 612010 4 16523.0000 Sat13 Sanya2 24 N Sat13->Beijing0->Sat24->Sat35->Sanya2
20052.1000 M347 507417 3 1584.1000 Sat57 Sanya2 273 N Sat57->Sat46->Sat35->Sanya2
20055.5000 M251 846462 2 6138.5000 Sat24 Sanya2 197 N Sat24->Sat35->Sanya2
20299.9000 M293 717660 1 1831.9000 Beijing0 Sat35 269 N Beijing0->Sat35
20302.5000 M305 627279 2 1834.5000 Sanya2 Beijing0 269 N Sanya2->Sat35->Beijing0
20306.2000 M337 922507 2 1838.2000 Sat46 Beijing0 269 N Sat46->Sat35->Beijing0
20309.8000 M345 876859 3 1841.8000 Sat57 Beijing0 269 N Sat57->Sat46->Sat35->Beijing0
20312.9000 M329 752050 1 1844.9000 Sat35 Beijing0 269 N Sat35->Beijing0
20495.4000 M238 948360 2 6578.4000 Sanya2 Sat46 190 N Sanya2->Sat35->Sat46
20499.1000 M310 917477 2 2031.1000 Sanya2 Sat46 266 N Sanya2->Sat35->Sat46
20501.7000 M294 632900 2 2033.7000 Beijing0 Sat46 266 N Beijing0->Sat35->Sat46
20841.4000 M311 579028 3 2373.4000 Sanya2 Sat57 260 N Sanya2->Sat35->Sat46->Sat57
20845.1000 M295 916248 3 2377.1000 Beijing0 Sat57 260 N Beijing0->Sat35->Sat46->Sat57
20849.1000 M239 975369 3 6932.1000 Sanya2 Sat57 184 N Sanya2->Sat35->Sat46->Sat57
20879.8000 M314 961462 2 2411.8000 Sat13 Kashi1 259 N Sat13->Sat24->Kashi1
20883.6000 M322 944285 1 2415.6000 Sat24 Kashi1 259 N Sat24->Kashi1
20887.2000 M300 892737 1 2419.2000 Kashi1 Sat24 259 N Kashi1->Sat24
20889.8000 M285 625366 2 6972.8000 Sat68 Sat24 183 N Sat68->Kashi1->Sat24
20951.4000 M276 975299 4 7034.4000 Sat57 Sat13 182 N Sat57->Sat68->Kashi1->Sat24->Sat13
20954.5000 M299 765606 2 2486.5000 Kashi1 Sat13 258 N Kashi1->Sat24->Sat13
20956.8000 M284 566893 3 7039.8000 Sat68 Sat13 182 N Sat68->Kashi1->Sat24->Sat13
20958.9000 M163 519988 4 10212.9000 Sanya2 Sat13 129 N Sanya2->Sat68->Kashi1->Sat24->Sat13
21130.7000 M320 660867 2 2662.7000 Sat13 Sat68 255 N Sat13->Sat24->Sat68
21133.2000 M328 619743 1 2665.2000 Sat24 Sat68 255 N Sat24->Sat68
21136.9000 M357 902498 1 2668.9000 Sat68 Sat24 255 N Sat68->Sat24
21219.4000 M354 827347 2 2751.4000 Sat68 Kashi1 254 N Sat68->Sat24->Kashi1
21222.1000 M356 663625 2 2754.1000 Sat68 Sat13 254 N Sat68->Sat24->Sat13
21302.6000 M304 598670 2 2834.6000 Kashi1 Sat68 252 N Kashi1->Sat24->Sat68
21528.2000 M406 798087 1 3.2000 Sat35 Sat46 299 N Sat35->Sat46
21530.8000 M414 647816 1 5.8000 Sat46 Sat35 299 N Sat46->Sat35
21531.1000 M400 655847 1 6.1000 Sat24 Sat68 299 N Sat24->Sat68
21531.2000 M371 655764 1 6.2000 Kashi1 Sat13 299 N Kashi1->Sat13
21533.8000 M415 744700 1 8.8000 Sat46 Sat57 299 N Sat46->Sat57
21534.7000 M386 871931 1 9.7000 Sat13 Kashi1 299 N Sat13->Kashi1
21534.8000 M429 924739 1 9.8000 Sat68 Sat24 299 N Sat68->Sat24
21536.9000 M423 751567 1 11.9000 Sat57 Sat46 299 N Sat57->Sat46
21556.7000 M396 763147 1 31.7000 Sat24 Sat13 299 N Sat24->Sat13
21559.7000 M428 735667 2 34.7000 Sat68 Sat13 299 N Sat68->Sat24->Sat13
21561.5000 M422 990865 2 36.5000 Sat57 Sat35 299 N Sat57->Sat46->Sat35
21562.1000 M388 599742 1 37.1000 Sat13 Sat24 299 N Sat13->Sat24
21598.8000 M426 564851 3 73.8000 Sat68 Kashi1 298 N Sat68->Sat24->Sat13->Kashi1
21601.8000 M394 746890 2 76.8000 Sat24 Kashi1 298 N Sat24->Sat13->Kashi1
21605.4000 M407 602605 2 80.4000 Sat35 Sat57 298 N Sat35->Sat46->Sat57
21628.6000 M321 563085 1 3160.6000 Sat24 Beijing0 247 N Sat24->Beijing0
21631.7000 M281 769870 3 7714.7000 Sat68 Beijing0 171 N Sat68->Kashi1->Sat24->Beijing0
21635.1000 M297 833066 2 3167.1000 Kashi1 Beijing0 247 N Kashi1->Sat24->Beijing0
21638.7000 M209 883685 3 10892.7000 Sat68 Beijing0 118 N Sat68->Kashi1->Sat24->Beijing0
21642.4000 M393 900307 1 117.4000 Sat24 Beijing0 298 N Sat24->Beijing0
21644.6000 M137 548331 3 14654.6000 Sat68 Beijing0 55 N Sat68->Kashi1->Sat24->Beijing0
21646.7000 M385 507241 2 121.7000 Sat13 Beijing0 297 N Sat13->Sat24->Beijing0
21649.5000 M425 690465 2 124.5000 Sat68 Beijing0 297 N Sat68->Sat24->Beijing0
21653.1000 M313 877580 2 3185.1000 Sat13 Beijing0 246 N Sat13->Sat24->Beijing0
21655.4000 M353 558296 2 3187.4000 Sat68 Beijing0 246 N Sat68->Sat24->Beijing0
21658.9000 M369 850687 3 133.9000 Kashi1 Beijing0 297 N Kashi1->Sat13->Sat24->Beijing0
21662.0000 M292 766315 1 3194.0000 Beijing0 Sat24 246 N Beijing0->Sat24
21664.3000 M364 571438 1 139.3000 Beijing0 Sat24 297 N Beijing0->Sat24
21726.5000 M307 957377 4 3258.5000 Sanya2 Sat13 245 N Sanya2->Sat35->Beijing0->Sat24->Sat13
21729.5000 M235 732529 4 7812.5000 Sanya2 Sat13 169 N Sanya2->Sat35->Beijing0->Sat24->Sat13
21732.2000 M340 667043 4 3264.2000 Sat46 Sat13 245 N Sat46->Sat35->Beijing0->Sat24->Sat13
21735.2000 M332 745447 3 3267.2000 Sat35 Sat13 245 N Sat35->Beijing0->Sat24->Sat13
21737.7000 M348 607095 5 3269.7000 Sat57 Sat13 245 N Sat57->Sat46->Sat35->Beijing0->Sat24->Sat13
21741.5000 M291 925916 2 3273.5000 Beijing0 Sat13 245 N Beijing0->Sat24->Sat13
21744.7000 M363 799189 2 219.7000 Beijing0 Sat13 296 N Beijing0->Sat24->Sat13
21765.0000 M315 731176 1 3297.0000 Sat13 Sanya2 245 N Sat13->Sanya2
21769.0000 M370 993756 2 244.0000 Kashi1 Sanya2 295 N Kashi1->Sat13->Sanya2
21772.6000 M298 886747 2 3304.6000 Kashi1 Sanya2 244 N Kashi1->Sat13->Sanya2
21775.6000 M387 727857 1 250.6000 Sat13 Sanya2 295 N Sat13->Sanya2
21778.9000 M379 821242 1 253.9000 Sanya2 Sat13 295 N Sanya2->Sat13
21853.9000 M308 861599 2 3385.9000 Sanya2 Sat24 243 N Sanya2->Sat13->Sat24
21857.2000 M377 822565 2 332.2000 Sanya2 Beijing0 294 N Sanya2->Sat13->Beijing0
21861.1000 M380 962423 2 336.1000 Sanya2 Sat24 294 N Sanya2->Sat13->Sat24
23821.3000 M392 568660 2 2296.3000 Sat13 Sat68 261 N Sat13->Sat24->Sat68
23824.7000 M296 838158 2 5356.7000 Beijing0 Sat68 210 N Beijing0->Sat24->Sat68
23827.9000 M368 786886 2 2302.9000 Beijing0 Sat68 261 N Beijing0->Sat24->Sat68
23831.2000 M384 811974 3 2306.2000 Sanya2 Sat68 261 N Sanya2->Sat13->Sat24->Sat68
23834.8000 M312 884910 3 5366.8000 Sanya2 Sat68 210 N Sanya2->Sat13->Sat24->Sat68
23838.1000 M336 821486 4 5370.1000 Sat35 Sat68 210 N Sat35->Sanya2->Sat13->Sat24->Sat68
23841.6000 M240 874679 3 9924.6000 Sanya2 Sat68 134 N Sanya2->Sat13->Sat24->Sat68
24604.9000 M460 716616 1 2.9000 Sat13 Sat24 299 N Sat13->Sat24
24606.0000 M478 987656 1 4.0000 Sat35 Sat46 299 N Sat35->Sat46
24607.9000 M468 733737 1 5.9000 Sat24 Sat13 299 N Sat24->Sat13
24608.7000 M486 660979 1 6.7000 Sat46 Sat35 299 N Sat46->Sat35
24611.8000 M487 753044 1 9.8000 Sat46 Sat57 299 N Sat46->Sat57
24613.9000 M495 524397 1 11.9000 Sat57 Sat46 299 N Sat57->Sat46
25667.3000 M301 824523 1 7199.3000 Kashi1 Sat35 180 N Kashi1->Sat35
25670.8000 M286 871415 2 11753.8000 Sat68 Sat35 104 N Sat68->Kashi1->Sat35
25674.8000 M445 982169 1 1072.8000 Kashi1 Sat35 282 N Kashi1->Sat35
25677.5000 M373 663342 1 4152.5000 Kashi1 Sat35 230 N Kashi1->Sat35
25681.4000 M306 953285 2 7213.4000 Sanya2 Kashi1 179 N Sanya2->Sat35->Kashi1
25684.3000 M418 712689 3 4159.3000 Sat57 Kashi1 230 N Sat57->Sat46->Sat35->Kashi1
25687.7000 M402 846401 1 4162.7000 Sat35 Kashi1 230 N Sat35->Kashi1
25691.1000 M474 832182 1 1089.1000 Sat35 Kashi1 281 N Sat35->Kashi1
25694.0000 M490 702195 3 1092.0000 Sat57 Kashi1 281 N Sat57->Sat46->Sat35->Kashi1
25697.5000 M330 852404 1 7229.5000 Sat35 Kashi1 179 N Sat35->Kashi1
25700.2000 M482 656381 2 1098.2000 Sat46 Kashi1 281 N Sat46->Sat35->Kashi1
25703.9000 M234 918779 2 11786.9000 Sanya2 Kashi1 103 N Sanya2->Sat35->Kashi1
25707.4000 M346 857260 3 7239.4000 Sat57 Kashi1 179 N Sat57->Sat46->Sat35->Kashi1
25710.9000 M410 863634 2 4185.9000 Sat46 Kashi1 230 N Sat46->Sat35->Kashi1
25713.2000 M338 551391 2 7245.2000 Sat46 Kashi1 179 N Sat46->Sat35->Kashi1
25847.8000 M411 930082 1 4322.8000 Sat46 Sanya2 227 N Sat46->Sanya2
25851.1000 M483 809157 1 1249.1000 Sat46 Sanya2 279 N Sat46->Sanya2
25854.1000 M491 749177 2 1252.1000 Sat57 Sanya2 279 N Sat57->Sat46->Sanya2
25858.0000 M419 967044 2 4333.0000 Sat57 Sanya2 227 N Sat57->Sat46->Sanya2
25861.0000 M318 742143 2 7393.0000 Sat13 Sat46 176 N Sat13->Sanya2->Sat46
25864.1000 M454 753632 1 1262.1000 Sanya2 Sat46 278 N Sanya2->Sat46
25867.9000 M382 926435 1 4342.9000 Sanya2 Sat46 227 N Sanya2->Sat46
25871.5000 M390 899694 2 4346.5000 Sat13 Sat46 227 N Sat13->Sanya2->Sat46
25918.6000 M437 887512 1 1316.6000 Beijing0 Sat35 278 N Beijing0->Sat35
25921.7000 M389 765178 2 4396.7000 Sat13 Sat35 226 N Sat13->Beijing0->Sat35
25924.7000 M397 737532 2 4399.7000 Sat24 Sat35 226 N Sat24->Beijing0->Sat35
25927.6000 M365 722463 1 4402.6000 Beijing0 Sat35 226 N Beijing0->Sat35
25930.8000 M430 785889 3 4405.8000 Sat68 Sat35 226 N Sat68->Sat24->Beijing0->Sat35
25933.8000 M317 732638 2 7465.8000 Sat13 Sat35 175 N Sat13->Beijing0->Sat35
25937.3000 M358 853946 3 7469.3000 Sat68 Sat35 175 N Sat68->Sat24->Beijing0->Sat35
25939.4000 M441 517153 2 1337.4000 Kashi1 Beijing0 277 N Kashi1->Sat35->Beijing0
25942.1000 M401 662263 1 4417.1000 Sat35 Beijing0 226 N Sat35->Beijing0
25945.1000 M489 729639 3 1343.1000 Sat57 Beijing0 277 N Sat57->Sat46->Sat35->Beijing0
25947.2000 M473 524342 1 1345.2000 Sat35 Beijing0 277 N Sat35->Beijing0
25951.2000 M481 975987 2 1349.2000 Sat46 Beijing0 277 N Sat46->Sat35->Beijing0
25955.1000 M417 968721 3 4430.1000 Sat57 Beijing0 226 N Sat57->Sat46->Sat35->Beijing0
25958.9000 M409 945396 2 4433.9000 Sat46 Beijing0 226 N Sat46->Sat35->Beijing0
26085.4000 M381 802760 2 4560.4000 Sanya2 Sat35 223 N Sanya2->Sat46->Sat35
26088.7000 M453 804649 2 1486.7000 Sanya2 Sat35 275 N Sanya2->Sat46->Sat35
26091.4000 M438 674532 2 1489.4000 Beijing0 Sat46 275 N Beijing0->Sat35->Sat46
26094.4000 M230 749524 2 12177.4000 Kashi1 Sat46 97 N Kashi1->Sat35->Sat46
26097.3000 M366 719389 2 4572.3000 Beijing0 Sat46 223 N Beijing0->Sat35->Sat46
26099.4000 M302 511671 2 7631.4000 Kashi1 Sat46 172 N Kashi1->Sat35->Sat46
26102.1000 M446 667772 2 1500.1000 Kashi1 Sat46 274 N Kashi1->Sat35->Sat46
26105.7000 M374 895577 2 4580.7000 Kashi1 Sat46 223 N Kashi1->Sat35->Sat46
26172.8000 M434 839088 3 1570.8000 Beijing0 Sanya2 273 N Beijing0->Sat35->Sat46->Sanya2
26176.2000 M362 837938 3 4651.2000 Beijing0 Sanya2 222 N Beijing0->Sat35->Sat46->Sanya2
26178.9000 M475 653844 2 1576.9000 Sat35 Sanya2 273 N Sat35->Sat46->Sanya2
26181.9000 M290 736881 3 7713.9000 Beijing0 Sanya2 171 N Beijing0->Sat35->Sat46->Sanya2
26185.8000 M442 952005 3 1583.8000 Kashi1 Sanya2 273 N Kashi1->Sat35->Sat46->Sanya2
26189.2000 M403 825032 2 4664.2000 Sat35 Sanya2 222 N Sat35->Sat46->Sanya2
26241.8000 M449 826370 3 1639.8000 Sanya2 Beijing0 272 N Sanya2->Sat46->Sat35->Beijing0
26559.3000 M472 825157 1 1957.3000 Sat24 Sat68 267 N Sat24->Sat68
26562.5000 M464 784100 2 1960.5000 Sat13 Sat68 267 N Sat13->Sat24->Sat68
26564.6000 M501 506002 1 1962.6000 Sat68 Sat24 267 N Sat68->Sat24
26577.5000 M479 603880 1 1975.5000 Sat35 Sat57 267 N Sat35->Sat57
26579.9000 M383 595414 3 5054.9000 Sanya2 Sat57 215 N Sanya2->Sat46->Sat35->Sat57
26583.9000 M319 987978 4 8115.9000 Sat13 Sat57 164 N Sat13->Sat24->Kashi1->Sat35->Sat57
26586.3000 M231 584020 2 12669.3000 Kashi1 Sat57 88 N Kashi1->Sat35->Sat57
26588.1000 M500 905196 2 1986.1000 Sat68 Sat13 266 N Sat68->Sat24->Sat13
26588.7000 M303 580783 2 8120.7000 Kashi1 Sat57 164 N Kashi1->Sat35->Sat57
26591.1000 M455 591925 3 1989.1000 Sanya2 Sat57 266 N Sanya2->Sat46->Sat35->Sat57
26595.0000 M391 954668 3 5070.0000 Sat13 Sat57 215 N Sat13->Kashi1->Sat35->Sat57
26597.5000 M327 623765 3 8129.5000 Sat24 Sat57 164 N Sat24->Kashi1->Sat35->Sat57
26601.2000 M439 916898 2 1999.2000 Beijing0 Sat57 266 N Beijing0->Sat35->Sat57
26603.5000 M375 563385 2 5078.5000 Kashi1 Sat57 215 N Kashi1->Sat35->Sat57
26605.9000 M367 592981 2 5080.9000 Beijing0 Sat57 215 N Beijing0->Sat35->Sat57
26608.4000 M447 617434 2 2006.4000 Kashi1 Sat57 266 N Kashi1->Sat35->Sat57
26611.3000 M494 717958 1 2009.3000 Sat57 Sat35 266 N Sat57->Sat35
26874.0000 M443 822553 1 2272.0000 Kashi1 Sat13 262 N Kashi1->Sat13
26876.2000 M412 546801 3 5351.2000 Sat46 Sat13 210 N Sat46->Sat35->Kashi1->Sat13
26880.2000 M404 996832 2 5355.2000 Sat35 Sat13 210 N Sat35->Kashi1->Sat13
26883.0000 M492 682624 4 2281.0000 Sat57 Sat13 261 N Sat57->Sat46->Sat35->Kashi1->Sat13
26886.2000 M484 788347 3 2284.2000 Sat46 Sat13 261 N Sat46->Sat35->Kashi1->Sat13
26889.3000 M420 753029 4 5364.3000 Sat57 Sat13 210 N Sat57->Sat46->Sat35->Kashi1->Sat13
26892.7000 M476 848451 2 2290.7000 Sat35 Sat13 261 N Sat35->Kashi1->Sat13
26896.6000 M458 972891 1 2294.6000 Sat13 Kashi1 261 N Sat13->Kashi1
26900.3000 M289 914657 3 8432.3000 Beijing0 Kashi1 159 N Beijing0->Sat24->Sat13->Kashi1
26903.2000 M361 707989 3 5378.2000 Beijing0 Kashi1 210 N Beijing0->Sat24->Sat13->Kashi1
26906.4000 M466 787394 2 2304.4000 Sat24 Kashi1 261 N Sat24->Sat13->Kashi1
26909.9000 M378 866374 2 5384.9000 Sanya2 Kashi1 210 N Sanya2->Sat13->Kashi1
26913.5000 M498 898385 3 2311.5000 Sat68 Kashi1 261 N Sat68->Sat24->Sat13->Kashi1
27119.8000 M493 870651 5 2517.8000 Sat57 Sat24 258 N Sat57->Sat46->Sat35->Kashi1->Sat13->Sat24
27122.3000 M477 601626 3 2520.3000 Sat35 Sat24 257 N Sat35->Kashi1->Sat13->Sat24
27125.2000 M444 702802 2 2523.2000 Kashi1 Sat24 257 N Kashi1->Sat13->Sat24
27128.9000 M405 906766 3 5603.9000 Sat35 Sat24 206 N Sat35->Kashi1->Sat13->Sat24
27132.6000 M341 924343 4 8664.6000 Sat46 Sat24 155 N Sat46->Sat35->Kashi1->Sat13->Sat24
27135.8000 M333 789306 3 8667.8000 Sat35 Sat24 155 N Sat35->Kashi1->Sat13->Sat24
27138.9000 M413 755835 4 5613.9000 Sat46 Sat24 206 N Sat46->Sat35->Kashi1->Sat13->Sat24
27141.6000 M421 661975 5 5616.6000 Sat57 Sat24 206 N Sat57->Sat46->Sat35->Kashi1->Sat13->Sat24
27145.5000 M349 969448 5 8677.5000 Sat57 Sat24 155 N Sat57->Sat46->Sat35->Kashi1->Sat13->Sat24
27148.0000 M485 614169 4 2546.0000 Sat46 Sat24 257 N Sat46->Sat35->Kashi1->Sat13->Sat24
27151.7000 M372 919015 2 5626.7000 Kashi1 Sat24 206 N Kashi1->Sat13->Sat24
27167.7000 M448 570337 3 2565.7000 Kashi1 Sat68 257 N Kashi1->Sat13->Sat24->Sat68
27171.4000 M408 912498 4 5646.4000 Sat35 Sat68 205 N Sat35->Kashi1->Sat13->Sat24->Sat68
27174.7000 M480 801452 4 2572.7000 Sat35 Sat68 257 N Sat35->Kashi1->Sat13->Sat24->Sat68
27177.0000 M376 561596 3 5652.0000 Kashi1 Sat68 205 N Kashi1->Sat13->Sat24->Sat68
27445.4000 M459 826284 1 2843.4000 Sat13 Sanya2 252 N Sat13->Sanya2
27448.2000 M467 682174 2 2846.2000 Sat24 Sanya2 252 N Sat24->Sat13->Sanya2
27451.1000 M323 711477 2 8983.1000 Sat24 Sanya2 150 N Sat24->Sat13->Sanya2
27455.0000 M395 971584 2 5930.0000 Sat24 Sanya2 201 N Sat24->Sat13->Sanya2
27458.1000 M283 757453 3 13541.1000 Sat68 Sanya2 74 N Sat68->Sat24->Sat13->Sanya2
27461.1000 M499 736330 3 2859.1000 Sat68 Sanya2 252 N Sat68->Sat24->Sat13->Sanya2
27463.3000 M427 530235 3 5938.3000 Sat68 Sanya2 201 N Sat68->Sat24->Sat13->Sanya2
27466.7000 M355 838494 3 8998.7000 Sat68 Sanya2 150 N Sat68->Sat24->Sat13->Sanya2
27469.1000 M451 593371 1 2867.1000 Sanya2 Sat13 252 N Sanya2->Sat13
27506.8000 M436 937285 1 2904.8000 Beijing0 Sat24 251 N Beijing0->Sat24
27510.3000 M457 868464 2 2908.3000 Sat13 Beijing0 251 N Sat13->Sat24->Beijing0
27512.4000 M497 512443 2 2910.4000 Sat68 Beijing0 251 N Sat68->Sat24->Beijing0
27516.4000 M465 990380 1 2914.4000 Sat24 Beijing0 251 N Sat24->Beijing0
27661.2000 M537 846612 1 4.2000 Sat24 Beijing0 299 N Sat24->Beijing0
27662.2000 M523 623359 1 5.2000 Sanya2 Sat13 299 N Sanya2->Sat13
27663.4000 M550 908064 1 6.4000 Sat35 Sat46 299 N Sat35->Sat46
27664.7000 M508 860878 1 7.7000 Beijing0 Sat24 299 N Beijing0->Sat24
27665.1000 M531 706402 1 8.1000 Sat13 Sanya2 299 N Sat13->Sanya2
27665.6000 M558 527742 1 8.6000 Sat46 Sat35 299 N Sat46->Sat35
27669.6000 M559 977224 1 12.6000 Sat46 Sat57 299 N Sat46->Sat57
27673.0000 M567 838952 1 16.0000 Sat57 Sat46 299 N Sat57->Sat46
28783.2000 M532 787682 1 1126.2000 Sat13 Sat24 281 N Sat13->Sat24
28785.6000 M524 591759 2 1128.6000 Sanya2 Sat24 281 N Sanya2->Sat13->Sat24
28788.1000 M452 601798 2 4186.1000 Sanya2 Sat24 230 N Sanya2->Sat13->Sat24
28791.9000 M435 944646 2 4189.9000 Beijing0 Sat13 230 N Beijing0->Sat24->Sat13
28794.5000 M540 631418 1 1137.5000 Sat24 Sat13 281 N Sat24->Sat13
28797.9000 M507 836672 2 1140.9000 Beijing0 Sat13 280 N Beijing0->Sat24->Sat13
29296.0000 M344 990325 4 10828.0000 Sat46 Sat68 119 N Sat46->Sat35->Beijing0->Sat24->Sat68
29297.9000 M566 941589 1 1640.9000 Sat57 Sat35 272 N Sat57->Sat35
29298.7000 M488 672636 4 4696.7000 Sat46 Sat68 221 N Sat46->Sat35->Beijing0->Sat24->Sat68
29301.3000 M456 638002 5 4699.3000 Sanya2 Sat68 221 N Sanya2->Sat46->Sat35->Beijing0->Sat24->Sat68
29301.9000 M551 999721 1 1644.9000 Sat35 Sat57 272 N Sat35->Sat57
29304.1000 M440 681262 2 4702.1000 Beijing0 Sat68 221 N Beijing0->Sat24->Sat68
29307.9000 M544 939621 1 1650.9000 Sat24 Sat68 272 N Sat24->Sat68
29311.4000 M528 856159 3 1654.4000 Sanya2 Sat68 272 N Sanya2->Sat13->Sat24->Sat68
29314.6000 M536 783655 2 1657.6000 Sat13 Sat68 272 N Sat13->Sat24->Sat68
29316.8000 M416 547290 4 7791.8000 Sat46 Sat68 170 N Sat46->Sat35->Beijing0->Sat24->Sat68
29319.0000 M512 536904 2 1662.0000 Beijing0 Sat68 272 N Beijing0->Sat24->Sat68
29322.9000 M573 969956 1 1665.9000 Sat68 Sat24 272 N Sat68->Sat24
29344.9000 M572 631105 2 1687.9000 Sat68 Sat13 271 N Sat68->Sat24->Sat13
31123.2000 M546 794114 1 3466.2000 Sat35 Kashi1 242 N Sat35->Kashi1
31126.8000 M562 878324 3 3469.8000 Sat57 Kashi1 242 N Sat57->Sat46->Sat35->Kashi1
31130.0000 M450 785174 3 6528.0000 Sanya2 Kashi1 191 N Sanya2->Sat46->Sat35->Kashi1
31133.0000 M433 741039 2 6531.0000 Beijing0 Kashi1 191 N Beijing0->Sat35->Kashi1
31136.4000 M554 841472 2 3479.4000 Sat46 Kashi1 242 N Sat46->Sat35->Kashi1
31138.8000 M325 591502 3 12670.8000 Sat24 Sat35 88 N Sat24->Sat13->Kashi1->Sat35
31140.9000 M517 516636 1 3483.9000 Kashi1 Sat35 241 N Kashi1->Sat35
31144.9000 M502 975887 4 6542.9000 Sat68 Sat35 190 N Sat68->Sat24->Sat13->Kashi1->Sat35
31147.2000 M461 553518 2 6545.2000 Sat13 Sat35 190 N Sat13->Kashi1->Sat35
31150.4000 M469 786640 3 6548.4000 Sat24 Sat35 190 N Sat24->Sat13->Kashi1->Sat35
31615.7000 M541 650680 2 3958.7000 Sat24 Sat35 234 N Sat24->Beijing0->Sat35
31618.8000 M509 772566 1 3961.8000 Beijing0 Sat35 233 N Beijing0->Sat35
31621.5000 M545 650867 1 3964.5000 Sat35 Beijing0 233 N Sat35->Beijing0
31623.7000 M561 541080 2 3966.7000 Sat57 Beijing0 233 N Sat57->Sat35->Beijing0
31627.2000 M513 856906 2 3970.2000 Kashi1 Beijing0 233 N Kashi1->Sat35->Beijing0
31659.3000 M563 553888 2 4002.3000 Sat57 Sanya2 233 N Sat57->Sat46->Sanya2
31663.0000 M555 906425 1 4006.0000 Sat46 Sanya2 233 N Sat46->Sanya2
31665.9000 M547 704869 2 4008.9000 Sat35 Sanya2 233 N Sat35->Sat46->Sanya2
31669.3000 M398 846482 3 10144.3000 Sat24 Sat46 130 N Sat24->Sat13->Sanya2->Sat46
31673.2000 M326 960516 3 13205.2000 Sat24 Sat46 79 N Sat24->Sat13->Sanya2->Sat46
31675.4000 M534 549781 2 4018.4000 Sat13 Sat46 233 N Sat13->Sanya2->Sat46
31677.9000 M359 623996 4 13209.9000 Sat68 Sat46 79 N Sat68->Sat24->Sat13->Sanya2->Sat46
31681.6000 M431 922600 4 10156.6000 Sat68 Sat46 130 N Sat68->Sat24->Sat13->Sanya2->Sat46
31684.0000 M462 588091 2 7082.0000 Sat13 Sat46 181 N Sat13->Sanya2->Sat46
31687.4000 M503 837760 4 7085.4000 Sat68 Sat46 181 N Sat68->Sat24->Sat13->Sanya2->Sat46
31690.1000 M470 668212 3 7088.1000 Sat24 Sat46 181 N Sat24->Sat13->Sanya2->Sat46
31693.3000 M526 793385 1 4036.3000 Sanya2 Sat46 232 N Sanya2->Sat46
31939.6000 M518 880310 2 4282.6000 Kashi1 Sat46 228 N Kashi1->Sat35->Sat46
31943.4000 M510 936232 2 4286.4000 Beijing0 Sat46 228 N Beijing0->Sat35->Sat46
31946.6000 M542 791808 3 4289.6000 Sat24 Sat46 228 N Sat24->Beijing0->Sat35->Sat46
31948.9000 M525 564059 2 4291.9000 Sanya2 Sat35 228 N Sanya2->Sat46->Sat35
31964.3000 M553 743196 2 4307.3000 Sat46 Beijing0 228 N Sat46->Sat35->Beijing0
31967.0000 M521 655095 3 4310.0000 Sanya2 Beijing0 228 N Sanya2->Sat46->Sat35->Beijing0
32030.8000 M539 540381 4 4373.8000 Sat24 Sanya2 227 N Sat24->Beijing0->Sat35->Sat46->Sanya2
32034.2000 M506 844965 3 4377.2000 Beijing0 Sanya2 227 N Beijing0->Sat35->Sat46->Sanya2
32036.6000 M543 512164 3 4379.6000 Sat24 Sat57 227 N Sat24->Beijing0->Sat35->Sat57
32037.5000 M514 807078 3 4380.5000 Kashi1 Sanya2 226 N Kashi1->Sat35->Sat46->Sanya2
32039.8000 M471 796528 4 7437.8000 Sat24 Sat57 176 N Sat24->Sat13->Kashi1->Sat35->Sat57
32043.8000 M504 991151 4 7441.8000 Sat68 Sat57 175 N Sat68->Sat24->Kashi1->Sat35->Sat57
32046.4000 M519 642611 2 4389.4000 Kashi1 Sat57 226 N Kashi1->Sat35->Sat57
32049.8000 M399 827479 4 10524.8000 Sat24 Sat57 124 N Sat24->Sat13->Kashi1->Sat35->Sat57
32053.2000 M511 838599 2 4396.2000 Beijing0 Sat57 226 N Beijing0->Sat35->Sat57
32055.3000 M463 500166 3 7453.3000 Sat13 Sat57 175 N Sat13->Kashi1->Sat35->Sat57
32059.0000 M360 920835 4 13591.0000 Sat68 Sat57 73 N Sat68->Sat24->Kashi1->Sat35->Sat57
32061.5000 M432 609072 4 10536.5000 Sat68 Sat57 124 N Sat68->Sat24->Kashi1->Sat35->Sat57
32113.6000 M527 697510 3 4456.6000 Sanya2 Sat57 225 N Sanya2->Sat46->Sat35->Sat57
32117.1000 M535 857726 4 4460.1000 Sat13 Sat57 225 N Sat13->Sanya2->Sat46->Sat35->Sat57
32622.9000 M616 714999 1 2.9000 Sat24 Sat68 299 N Sat24->Sat68
32625.4000 M623 552730 1 5.4000 Sat35 Sat57 299 N Sat35->Sat57
32625.8000 M582 666611 1 5.8000 Beijing0 Sat46 299 N Beijing0->Sat46
32626.0000 M645 755220 1 6.0000 Sat68 Sat24 299 N Sat68->Sat24
