# time  ID  size  fromHost  toHost  TTL  isResponse
24602.0000 M501 506002 Sat68 Sat24 300 N 
24602.0000 M502 975887 Sat68 Sat35 300 N 
24602.0000 M503 837760 Sat68 Sat46 300 N 
24602.0000 M504 991151 Sat68 Sat57 300 N 
27657.0000 M505 883370 Beijing0 Kashi1 300 N 
27657.0000 M506 844965 Beijing0 Sanya2 300 N 
27657.0000 M507 836672 Beijing0 Sat13 300 N 
27657.0000 M508 860878 Beijing0 Sat24 300 N 
27657.0000 M509 772566 Beijing0 Sat35 300 N 
27657.0000 M510 936232 Beijing0 Sat46 300 N 
27657.0000 M511 838599 Beijing0 Sat57 300 N 
27657.0000 M512 536904 Beijing0 Sat68 300 N 
27657.0000 M513 856906 Kashi1 Beijing0 300 N 
27657.0000 M514 807078 Kashi1 Sanya2 300 N 
27657.0000 M515 934313 Kashi1 Sat13 300 N 
27657.0000 M516 742886 Kashi1 Sat24 300 N 
27657.0000 M517 516636 Kashi1 Sat35 300 N 
27657.0000 M518 880310 Kashi1 Sat46 300 N 
27657.0000 M519 642611 Kashi1 Sat57 300 N 
27657.0000 M520 765115 Kashi1 Sat68 300 N 
27657.0000 M521 655095 Sanya2 Beijing0 300 N 
27657.0000 M522 906495 Sanya2 Kashi1 300 N 
27657.0000 M523 623359 Sanya2 Sat13 300 N 
27657.0000 M524 591759 Sanya2 Sat24 300 N 
27657.0000 M525 564059 Sanya2 Sat35 300 N 
27657.0000 M526 793385 Sanya2 Sat46 300 N 
27657.0000 M527 697510 Sanya2 Sat57 300 N 
27657.0000 M528 856159 Sanya2 Sat68 300 N 
27657.0000 M529 934226 Sat13 Beijing0 300 N 
27657.0000 M530 871376 Sat13 Kashi1 300 N 
27657.0000 M531 706402 Sat13 Sanya2 300 N 
27657.0000 M532 787682 Sat13 Sat24 300 N 
27657.0000 M533 610314 Sat13 Sat35 300 N 
27657.0000 M534 549781 Sat13 Sat46 300 N 
27657.0000 M535 857726 Sat13 Sat57 300 N 
27657.0000 M536 783655 Sat13 Sat68 300 N 
27657.0000 M537 846612 Sat24 Beijing0 300 N 
27657.0000 M538 522000 Sat24 Kashi1 300 N 
27657.0000 M539 540381 Sat24 Sanya2 300 N 
27657.0000 M540 631418 Sat24 Sat13 300 N 
27657.0000 M541 650680 Sat24 Sat35 300 N 
27657.0000 M542 791808 Sat24 Sat46 300 N 
27657.0000 M543 512164 Sat24 Sat57 300 N 
27657.0000 M544 939621 Sat24 Sat68 300 N 
27657.0000 M545 650867 Sat35 Beijing0 300 N 
27657.0000 M546 794114 Sat35 Kashi1 300 N 
27657.0000 M547 704869 Sat35 Sanya2 300 N 
27657.0000 M548 807091 Sat35 Sat13 300 N 
27657.0000 M549 592046 Sat35 Sat24 300 N 
27657.0000 M550 908064 Sat35 Sat46 300 N 
27657.0000 M551 999721 Sat35 Sat57 300 N 
27657.0000 M552 592720 Sat35 Sat68 300 N 
27657.0000 M553 743196 Sat46 Beijing0 300 N 
27657.0000 M554 841472 Sat46 Kashi1 300 N 
27657.0000 M555 906425 Sat46 Sanya2 300 N 
27657.0000 M556 527788 Sat46 Sat13 300 N 
27657.0000 M557 518416 Sat46 Sat24 300 N 
27657.0000 M558 527742 Sat46 Sat35 300 N 
27657.0000 M559 977224 Sat46 Sat57 300 N 
27657.0000 M560 725726 Sat46 Sat68 300 N 
27657.0000 M561 541080 Sat57 Beijing0 300 N 
27657.0000 M562 878324 Sat57 Kashi1 300 N 
27657.0000 M563 553888 Sat57 Sanya2 300 N 
27657.0000 M564 731013 Sat57 Sat13 300 N 
27657.0000 M565 715610 Sat57 Sat24 300 N 
27657.0000 M566 941589 Sat57 Sat35 300 N 
27657.0000 M567 838952 Sat57 Sat46 300 N 
27657.0000 M568 663690 Sat57 Sat68 300 N 
27657.0000 M569 823113 Sat68 Beijing0 300 N 
27657.0000 M570 674617 Sat68 Kashi1 300 N 
27657.0000 M571 653328 Sat68 Sanya2 300 N 
27657.0000 M572 631105 Sat68 Sat13 300 N 
27657.0000 M573 969956 Sat68 Sat24 300 N 
27657.0000 M574 549490 Sat68 Sat35 300 N 
27657.0000 M575 908889 Sat68 Sat46 300 N 
27657.0000 M576 505487 Sat68 Sat57 300 N 
32620.0000 M577 758878 Beijing0 Kashi1 300 N 
32620.0000 M578 820195 Beijing0 Sanya2 300 N 
32620.0000 M579 807429 Beijing0 Sat13 300 N 
32620.0000 M580 592991 Beijing0 Sat24 300 N 
32620.0000 M581 664885 Beijing0 Sat35 300 N 
32620.0000 M582 666611 Beijing0 Sat46 300 N 
32620.0000 M583 625450 Beijing0 Sat57 300 N 
32620.0000 M584 698709 Beijing0 Sat68 300 N 
32620.0000 M585 689890 Kashi1 Beijing0 300 N 
32620.0000 M586 851201 Kashi1 Sanya2 300 N 
32620.0000 M587 586647 Kashi1 Sat13 300 N 
32620.0000 M588 795095 Kashi1 Sat24 300 N 
32620.0000 M589 642191 Kashi1 Sat35 300 N 
32620.0000 M590 680540 Kashi1 Sat46 300 N 
32620.0000 M591 719739 Kashi1 Sat57 300 N 
32620.0000 M592 698615 Kashi1 Sat68 300 N 
32620.0000 M593 781785 Sanya2 Beijing0 300 N 
32620.0000 M594 572058 Sanya2 Kashi1 300 N 
32620.0000 M595 736319 Sanya2 Sat13 300 N 
32620.0000 M596 818481 Sanya2 Sat24 300 N 
32620.0000 M597 610562 Sanya2 Sat35 300 N 
32620.0000 M598 603168 Sanya2 Sat46 300 N 
32620.0000 M599 938468 Sanya2 Sat57 300 N 
32620.0000 M600 744252 Sanya2 Sat68 300 N 
32620.0000 M601 903589 Sat13 Beijing0 300 N 
32620.0000 M602 897931 Sat13 Kashi1 300 N 
32620.0000 M603 761960 Sat13 Sanya2 300 N 
32620.0000 M604 564908 Sat13 Sat24 300 N 
32620.0000 M605 974276 Sat13 Sat35 300 N 
32620.0000 M606 564568 Sat13 Sat46 300 N 
32620.0000 M607 795784 Sat13 Sat57 300 N 
32620.0000 M608 892167 Sat13 Sat68 300 N 
32620.0000 M609 757661 Sat24 Beijing0 300 N 
32620.0000 M610 918614 Sat24 Kashi1 300 N 
32620.0000 M611 762207 Sat24 Sanya2 300 N 
32620.0000 M612 551649 Sat24 Sat13 300 N 
32620.0000 M613 828379 Sat24 Sat35 300 N 
32620.0000 M614 802374 Sat24 Sat46 300 N 
32620.0000 M615 788589 Sat24 Sat57 300 N 
32620.0000 M616 714999 Sat24 Sat68 300 N 
32620.0000 M617 773577 Sat35 Beijing0 300 N 
32620.0000 M618 675404 Sat35 Kashi1 300 N 
32620.0000 M619 760115 Sat35 Sanya2 300 N 
32620.0000 M620 589989 Sat35 Sat13 300 N 
32620.0000 M621 514049 Sat35 Sat24 300 N 
32620.0000 M622 737077 Sat35 Sat46 300 N 
32620.0000 M623 552730 Sat35 Sat57 300 N 
32620.0000 M624 657732 Sat35 Sat68 300 N 
32620.0000 M625 640674 Sat46 Beijing0 300 N 
32620.0000 M626 639972 Sat46 Kashi1 300 N 
32620.0000 M627 665139 Sat46 Sanya2 300 N 
32620.0000 M628 849092 Sat46 Sat13 300 N 
32620.0000 M629 998913 Sat46 Sat24 300 N 
32620.0000 M630 582907 Sat46 Sat35 300 N 
32620.0000 M631 681657 Sat46 Sat57 300 N 
32620.0000 M632 876289 Sat46 Sat68 300 N 
32620.0000 M633 795734 Sat57 Beijing0 300 N 
32620.0000 M634 633122 Sat57 Kashi1 300 N 
32620.0000 M635 796114 Sat57 Sanya2 300 N 
32620.0000 M636 568421 Sat57 Sat13 300 N 
32620.0000 M637 972439 Sat57 Sat24 300 N 
32620.0000 M638 743511 Sat57 Sat35 300 N 
32620.0000 M639 739285 Sat57 Sat46 300 N 
32620.0000 M640 670362 Sat57 Sat68 300 N 
32620.0000 M641 697955 Sat68 Beijing0 300 N 
32620.0000 M642 931603 Sat68 Kashi1 300 N 
32620.0000 M643 526214 Sat68 Sanya2 300 N 
32620.0000 M644 957322 Sat68 Sat13 300 N 
32620.0000 M645 755220 Sat68 Sat24 300 N 
32620.0000 M646 832181 Sat68 Sat35 300 N 
32620.0000 M647 672765 Sat68 Sat46 300 N 
32620.0000 M648 525429 Sat68 Sat57 300 N 
37163.0000 M649 588653 Beijing0 Kashi1 300 N 
37163.0000 M650 526052 Beijing0 Sanya2 300 N 
37163.0000 M651 591118 Beijing0 Sat13 300 N 
37163.0000 M652 709592 Beijing0 Sat24 300 N 
37163.0000 M653 652679 Beijing0 Sat35 300 N 
37163.0000 M654 827967 Beijing0 Sat46 300 N 
37163.0000 M655 591987 Beijing0 Sat57 300 N 
37163.0000 M656 766358 Beijing0 Sat68 300 N 
37163.0000 M657 647953 Kashi1 Beijing0 300 N 
37163.0000 M658 949317 Kashi1 Sanya2 300 N 
37163.0000 M659 558919 Kashi1 Sat13 300 N 
37163.0000 M660 798197 Kashi1 Sat24 300 N 
37163.0000 M661 701515 Kashi1 Sat35 300 N 
37163.0000 M662 854957 Kashi1 Sat46 300 N 
37163.0000 M663 716045 Kashi1 Sat57 300 N 
37163.0000 M664 635411 Kashi1 Sat68 300 N 
37163.0000 M665 898346 Sanya2 Beijing0 300 N 
37163.0000 M666 798916 Sanya2 Kashi1 300 N 
37163.0000 M667 944995 Sanya2 Sat13 300 N 
37163.0000 M668 610098 Sanya2 Sat24 300 N 
37163.0000 M669 611977 Sanya2 Sat35 300 N 
37163.0000 M670 502107 Sanya2 Sat46 300 N 
37163.0000 M671 667481 Sanya2 Sat57 300 N 
37163.0000 M672 844916 Sanya2 Sat68 300 N 
37163.0000 M673 719405 Sat13 Beijing0 300 N 
37163.0000 M674 782141 Sat13 Kashi1 300 N 
37163.0000 M675 900332 Sat13 Sanya2 300 N 
37163.0000 M676 689925 Sat13 Sat24 300 N 
37163.0000 M677 515476 Sat13 Sat35 300 N 
37163.0000 M678 962878 Sat13 Sat46 300 N 
37163.0000 M679 809508 Sat13 Sat57 300 N 
37163.0000 M680 926578 Sat13 Sat68 300 N 
37163.0000 M681 964185 Sat24 Beijing0 300 N 
37163.0000 M682 629743 Sat24 Kashi1 300 N 
37163.0000 M683 664855 Sat24 Sanya2 300 N 
37163.0000 M684 518406 Sat24 Sat13 300 N 
37163.0000 M685 537933 Sat24 Sat35 300 N 
37163.0000 M686 541014 Sat24 Sat46 300 N 
37163.0000 M687 952886 Sat24 Sat57 300 N 
37163.0000 M688 976918 Sat24 Sat68 300 N 
37163.0000 M689 818459 Sat35 Beijing0 300 N 
37163.0000 M690 839053 Sat35 Kashi1 300 N 
37163.0000 M691 750628 Sat35 Sanya2 300 N 
37163.0000 M692 607365 Sat35 Sat13 300 N 
37163.0000 M693 745444 Sat35 Sat24 300 N 
37163.0000 M694 986675 Sat35 Sat46 300 N 
37163.0000 M695 579901 Sat35 Sat57 300 N 
37163.0000 M696 570135 Sat35 Sat68 300 N 
37163.0000 M697 736674 Sat46 Beijing0 300 N 
37163.0000 M698 807386 Sat46 Kashi1 300 N 
37163.0000 M699 669688 Sat46 Sanya2 300 N 
37163.0000 M700 727298 Sat46 Sat13 300 N 
37163.0000 M701 988860 Sat46 Sat24 300 N 
37163.0000 M702 645366 Sat46 Sat35 300 N 
37163.0000 M703 890709 Sat46 Sat57 300 N 
37163.0000 M704 898394 Sat46 Sat68 300 N 
37163.0000 M705 815625 Sat57 Beijing0 300 N 
37163.0000 M706 594844 Sat57 Kashi1 300 N 
37163.0000 M707 767122 Sat57 Sanya2 300 N 
37163.0000 M708 523479 Sat57 Sat13 300 N 
37163.0000 M709 901076 Sat57 Sat24 300 N 
37163.0000 M710 504630 Sat57 Sat35 300 N 
37163.0000 M711 766653 Sat57 Sat46 300 N 
37163.0000 M712 657572 Sat57 Sat68 300 N 
37163.0000 M713 535256 Sat68 Beijing0 300 N 
37163.0000 M714 816417 Sat68 Kashi1 300 N 
37163.0000 M715 569604 Sat68 Sanya2 300 N 
37163.0000 M716 640710 Sat68 Sat13 300 N 
37163.0000 M717 936202 Sat68 Sat24 300 N 
37163.0000 M718 714819 Sat68 Sat35 300 N 
37163.0000 M719 706440 Sat68 Sat46 300 N 
37163.0000 M720 900103 Sat68 Sat57 300 N 
41353.0000 M721 919148 Beijing0 Kashi1 300 N 
41353.0000 M722 951280 Beijing0 Sanya2 300 N 
41353.0000 M723 739230 Beijing0 Sat13 300 N 
41353.0000 M724 840578 Beijing0 Sat24 300 N 
41353.0000 M725 540776 Beijing0 Sat35 300 N 
41353.0000 M726 753114 Beijing0 Sat46 300 N 
41353.0000 M727 873085 Beijing0 Sat57 300 N 
41353.0000 M728 772495 Beijing0 Sat68 300 N 
41353.0000 M729 732670 Kashi1 Beijing0 300 N 
41353.0000 M730 502540 Kashi1 Sanya2 300 N 
41353.0000 M731 937335 Kashi1 Sat13 300 N 
41353.0000 M732 569757 Kashi1 Sat24 300 N 
41353.0000 M733 548840 Kashi1 Sat35 300 N 
41353.0000 M734 648681 Kashi1 Sat46 300 N 
41353.0000 M735 732812 Kashi1 Sat57 300 N 
41353.0000 M736 717614 Kashi1 Sat68 300 N 
41353.0000 M737 594735 Sanya2 Beijing0 300 N 
41353.0000 M738 827135 Sanya2 Kashi1 300 N 
41353.0000 M739 686066 Sanya2 Sat13 300 N 
41353.0000 M740 976547 Sanya2 Sat24 300 N 
41353.0000 M741 879714 Sanya2 Sat35 300 N 
41353.0000 M742 875548 Sanya2 Sat46 300 N 
41353.0000 M743 821825 Sanya2 Sat57 300 N 
41353.0000 M744 984866 Sanya2 Sat68 300 N 
41353.0000 M745 639027 Sat13 Beijing0 300 N 
41353.0000 M746 574913 Sat13 Kashi1 300 N 
41353.0000 M747 772987 Sat13 Sanya2 300 N 
41353.0000 M748 636985 Sat13 Sat24 300 N 
41353.0000 M749 557358 Sat13 Sat35 300 N 
41353.0000 M750 535919 Sat13 Sat46 300 N 
41353.0000 M751 609399 Sat13 Sat57 300 N 
41353.0000 M752 797020 Sat13 Sat68 300 N 
41353.0000 M753 548567 Sat24 Beijing0 300 N 
41353.0000 M754 547102 Sat24 Kashi1 300 N 
41353.0000 M755 768425 Sat24 Sanya2 300 N 
41353.0000 M756 833643 Sat24 Sat13 300 N 
41353.0000 M757 781823 Sat24 Sat35 300 N 
41353.0000 M758 803181 Sat24 Sat46 300 N 
41353.0000 M759 888943 Sat24 Sat57 300 N 
41353.0000 M760 508399 Sat24 Sat68 300 N 
41353.0000 M761 747234 Sat35 Beijing0 300 N 
41353.0000 M762 821267 Sat35 Kashi1 300 N 
41353.0000 M763 899386 Sat35 Sanya2 300 N 
41353.0000 M764 537123 Sat35 Sat13 300 N 
41353.0000 M765 701952 Sat35 Sat24 300 N 
41353.0000 M766 875828 Sat35 Sat46 300 N 
41353.0000 M767 701911 Sat35 Sat57 300 N 
41353.0000 M768 517519 Sat35 Sat68 300 N 
41353.0000 M769 937431 Sat46 Beijing0 300 N 
41353.0000 M770 737647 Sat46 Kashi1 300 N 
41353.0000 M771 904569 Sat46 Sanya2 300 N 
41353.0000 M772 649359 Sat46 Sat13 300 N 
41353.0000 M773 645241 Sat46 Sat24 300 N 
41353.0000 M774 776404 Sat46 Sat35 300 N 
41353.0000 M775 918565 Sat46 Sat57 300 N 
41353.0000 M776 761202 Sat46 Sat68 300 N 
41353.0000 M777 806351 Sat57 Beijing0 300 N 
41353.0000 M778 736627 Sat57 Kashi1 300 N 
41353.0000 M779 729946 Sat57 Sanya2 300 N 
41353.0000 M780 716894 Sat57 Sat13 300 N 
41353.0000 M781 572874 Sat57 Sat24 300 N 
41353.0000 M782 611919 Sat57 Sat35 300 N 
41353.0000 M783 713147 Sat57 Sat46 300 N 
41353.0000 M784 961777 Sat57 Sat68 300 N 
41353.0000 M785 943713 Sat68 Beijing0 300 N 
41353.0000 M786 567634 Sat68 Kashi1 300 N 
41353.0000 M787 904826 Sat68 Sanya2 300 N 
41353.0000 M788 968739 Sat68 Sat13 300 N 
41353.0000 M789 591052 Sat68 Sat24 300 N 
41353.0000 M790 878362 Sat68 Sat35 300 N 
41353.0000 M791 534562 Sat68 Sat46 300 N 
41353.0000 M792 637543 Sat68 Sat57 300 N 
45437.0000 M793 902705 Beijing0 Kashi1 300 N 
45437.0000 M794 591201 Beijing0 Sanya2 300 N 
45437.0000 M795 673392 Beijing0 Sat13 300 N 
45437.0000 M796 925333 Beijing0 Sat24 300 N 
45437.0000 M797 769146 Beijing0 Sat35 300 N 
45437.0000 M798 844048 Beijing0 Sat46 300 N 
45437.0000 M799 825456 Beijing0 Sat57 300 N 
45437.0000 M800 768233 Beijing0 Sat68 300 N 
45437.0000 M801 799751 Kashi1 Beijing0 300 N 
45437.0000 M802 913825 Kashi1 Sanya2 300 N 
45437.0000 M803 866524 Kashi1 Sat13 300 N 
45437.0000 M804 743442 Kashi1 Sat24 300 N 
45437.0000 M805 736264 Kashi1 Sat35 300 N 
45437.0000 M806 807332 Kashi1 Sat46 300 N 
45437.0000 M807 844875 Kashi1 Sat57 300 N 
45437.0000 M808 955499 Kashi1 Sat68 300 N 
45437.0000 M809 831486 Sanya2 Beijing0 300 N 
45437.0000 M810 537942 Sanya2 Kashi1 300 N 
45437.0000 M811 962621 Sanya2 Sat13 300 N 
45437.0000 M812 624107 Sanya2 Sat24 300 N 
45437.0000 M813 584973 Sanya2 Sat35 300 N 
45437.0000 M814 858534 Sanya2 Sat46 300 N 
45437.0000 M815 976697 Sanya2 Sat57 300 N 
45437.0000 M816 750272 Sanya2 Sat68 300 N 
45437.0000 M817 923599 Sat13 Beijing0 300 N 
45437.0000 M818 726821 Sat13 Kashi1 300 N 
45437.0000 M819 597966 Sat13 Sanya2 300 N 
45437.0000 M820 723620 Sat13 Sat24 300 N 
45437.0000 M821 501446 Sat13 Sat35 300 N 
45437.0000 M822 603370 Sat13 Sat46 300 N 
45437.0000 M823 624475 Sat13 Sat57 300 N 
45437.0000 M824 611998 Sat13 Sat68 300 N 
45437.0000 M825 714314 Sat24 Beijing0 300 N 
45437.0000 M826 588607 Sat24 Kashi1 300 N 
45437.0000 M827 695690 Sat24 Sanya2 300 N 
45437.0000 M828 610776 Sat24 Sat13 300 N 
45437.0000 M829 524864 Sat24 Sat35 300 N 
45437.0000 M830 645355 Sat24 Sat46 300 N 
45437.0000 M831 692694 Sat24 Sat57 300 N 
45437.0000 M832 637880 Sat24 Sat68 300 N 
45437.0000 M833 725483 Sat35 Beijing0 300 N 
45437.0000 M834 840957 Sat35 Kashi1 300 N 
45437.0000 M835 530350 Sat35 Sanya2 300 N 
45437.0000 M836 658526 Sat35 Sat13 300 N 
45437.0000 M837 697308 Sat35 Sat24 300 N 
45437.0000 M838 900145 Sat35 Sat46 300 N 
45437.0000 M839 938354 Sat35 Sat57 300 N 
45437.0000 M840 507801 Sat35 Sat68 300 N 
45437.0000 M841 745605 Sat46 Beijing0 300 N 
45437.0000 M842 837315 Sat46 Kashi1 300 N 
45437.0000 M843 555418 Sat46 Sanya2 300 N 
45437.0000 M844 764326 Sat46 Sat13 300 N 
45437.0000 M845 723116 Sat46 Sat24 300 N 
45437.0000 M846 678285 Sat46 Sat35 300 N 
45437.0000 M847 712854 Sat46 Sat57 300 N 
45437.0000 M848 820678 Sat46 Sat68 300 N 
45437.0000 M849 782491 Sat57 Beijing0 300 N 
45437.0000 M850 597150 Sat57 Kashi1 300 N 
45437.0000 M851 627216 Sat57 Sanya2 300 N 
45437.0000 M852 677498 Sat57 Sat13 300 N 
45437.0000 M853 976916 Sat57 Sat24 300 N 
45437.0000 M854 661242 Sat57 Sat35 300 N 
45437.0000 M855 909966 Sat57 Sat46 300 N 
45437.0000 M856 534782 Sat57 Sat68 300 N 
45437.0000 M857 918433 Sat68 Beijing0 300 N 
45437.0000 M858 655368 Sat68 Kashi1 300 N 
45437.0000 M859 664723 Sat68 Sanya2 300 N 
45437.0000 M860 667871 Sat68 Sat13 300 N 
45437.0000 M861 973449 Sat68 Sat24 300 N 
45437.0000 M862 590908 Sat68 Sat35 300 N 
45437.0000 M863 595653 Sat68 Sat46 300 N 
45437.0000 M864 617082 Sat68 Sat57 300 N 
48996.0000 M865 884481 Beijing0 Kashi1 300 N 
48996.0000 M866 742665 Beijing0 Sanya2 300 N 
48996.0000 M867 956115 Beijing0 Sat13 300 N 
48996.0000 M868 882837 Beijing0 Sat24 300 N 
48996.0000 M869 943266 Beijing0 Sat35 300 N 
48996.0000 M870 852618 Beijing0 Sat46 300 N 
48996.0000 M871 534703 Beijing0 Sat57 300 N 
48996.0000 M872 948206 Beijing0 Sat68 300 N 
48996.0000 M873 500565 Kashi1 Beijing0 300 N 
48996.0000 M874 581369 Kashi1 Sanya2 300 N 
48996.0000 M875 655694 Kashi1 Sat13 300 N 
48996.0000 M876 741424 Kashi1 Sat24 300 N 
48996.0000 M877 688996 Kashi1 Sat35 300 N 
48996.0000 M878 917135 Kashi1 Sat46 300 N 
48996.0000 M879 908392 Kashi1 Sat57 300 N 
48996.0000 M880 948504 Kashi1 Sat68 300 N 
48996.0000 M881 815258 Sanya2 Beijing0 300 N 
48996.0000 M882 977933 Sanya2 Kashi1 300 N 
48996.0000 M883 678819 Sanya2 Sat13 300 N 
48996.0000 M884 647560 Sanya2 Sat24 300 N 
48996.0000 M885 940487 Sanya2 Sat35 300 N 
48996.0000 M886 529412 Sanya2 Sat46 300 N 
48996.0000 M887 601070 Sanya2 Sat57 300 N 
48996.0000 M888 750939 Sanya2 Sat68 300 N 
48996.0000 M889 566960 Sat13 Beijing0 300 N 
48996.0000 M890 819313 Sat13 Kashi1 300 N 
48996.0000 M891 895165 Sat13 Sanya2 300 N 
48996.0000 M892 990073 Sat13 Sat24 300 N 
48996.0000 M893 505750 Sat13 Sat35 300 N 
48996.0000 M894 719872 Sat13 Sat46 300 N 
48996.0000 M895 649698 Sat13 Sat57 300 N 
48996.0000 M896 618726 Sat13 Sat68 300 N 
48996.0000 M897 888257 Sat24 Beijing0 300 N 
48996.0000 M898 664849 Sat24 Kashi1 300 N 
48996.0000 M899 810020 Sat24 Sanya2 300 N 
48996.0000 M900 852533 Sat24 Sat13 300 N 
48996.0000 M901 864200 Sat24 Sat35 300 N 
48996.0000 M902 645592 Sat24 Sat46 300 N 
48996.0000 M903 506879 Sat24 Sat57 300 N 
48996.0000 M904 923227 Sat24 Sat68 300 N 
48996.0000 M905 839008 Sat35 Beijing0 300 N 
48996.0000 M906 749534 Sat35 Kashi1 300 N 
48996.0000 M907 554168 Sat35 Sanya2 300 N 
48996.0000 M908 918174 Sat35 Sat13 300 N 
48996.0000 M909 670367 Sat35 Sat24 300 N 
48996.0000 M910 590246 Sat35 Sat46 300 N 
48996.0000 M911 808218 Sat35 Sat57 300 N 
48996.0000 M912 717579 Sat35 Sat68 300 N 
48996.0000 M913 822827 Sat46 Beijing0 300 N 
48996.0000 M914 650058 Sat46 Kashi1 300 N 
48996.0000 M915 861970 Sat46 Sanya2 300 N 
48996.0000 M916 569382 Sat46 Sat13 300 N 
48996.0000 M917 784452 Sat46 Sat24 300 N 
48996.0000 M918 755810 Sat46 Sat35 300 N 
48996.0000 M919 633283 Sat46 Sat57 300 N 
48996.0000 M920 908572 Sat46 Sat68 300 N 
48996.0000 M921 991851 Sat57 Beijing0 300 N 
48996.0000 M922 940646 Sat57 Kashi1 300 N 
48996.0000 M923 952295 Sat57 Sanya2 300 N 
48996.0000 M924 915445 Sat57 Sat13 300 N 
48996.0000 M925 813134 Sat57 Sat24 300 N 
48996.0000 M926 769420 Sat57 Sat35 300 N 
48996.0000 M927 755588 Sat57 Sat46 300 N 
48996.0000 M928 503057 Sat57 Sat68 300 N 
48996.0000 M929 990219 Sat68 Beijing0 300 N 
48996.0000 M930 823622 Sat68 Kashi1 300 N 
48996.0000 M931 650722 Sat68 Sanya2 300 N 
48996.0000 M932 844026 Sat68 Sat13 300 N 
48996.0000 M933 884992 Sat68 Sat24 300 N 
48996.0000 M934 521246 Sat68 Sat35 300 N 
48996.0000 M935 686192 Sat68 Sat46 300 N 
48996.0000 M936 705144 Sat68 Sat57 300 N 
53401.0000 M937 782615 Beijing0 Kashi1 300 N 
53401.0000 M938 935672 Beijing0 Sanya2 300 N 
53401.0000 M939 626897 Beijing0 Sat13 300 N 
53401.0000 M940 695679 Beijing0 Sat24 300 N 
53401.0000 M941 798960 Beijing0 Sat35 300 N 
53401.0000 M942 622328 Beijing0 Sat46 300 N 
53401.0000 M943 580423 Beijing0 Sat57 300 N 
53401.0000 M944 653769 Beijing0 Sat68 300 N 
53401.0000 M945 876827 Kashi1 Beijing0 300 N 
53401.0000 M946 764883 Kashi1 Sanya2 300 N 
53401.0000 M947 508487 Kashi1 Sat13 300 N 
53401.0000 M948 672652 Kashi1 Sat24 300 N 
53401.0000 M949 826546 Kashi1 Sat35 300 N 
53401.0000 M950 696200 Kashi1 Sat46 300 N 
53401.0000 M951 894126 Kashi1 Sat57 300 N 
53401.0000 M952 544056 Kashi1 Sat68 300 N 
53401.0000 M953 913264 Sanya2 Beijing0 300 N 
53401.0000 M954 588576 Sanya2 Kashi1 300 N 
53401.0000 M955 811543 Sanya2 Sat13 300 N 
53401.0000 M956 510860 Sanya2 Sat24 300 N 
53401.0000 M957 824947 Sanya2 Sat35 300 N 
53401.0000 M958 895329 Sanya2 Sat46 300 N 
53401.0000 M959 857445 Sanya2 Sat57 300 N 
53401.0000 M960 966809 Sanya2 Sat68 300 N 
53401.0000 M961 740492 Sat13 Beijing0 300 N 
53401.0000 M962 551072 Sat13 Kashi1 300 N 
53401.0000 M963 775082 Sat13 Sanya2 300 N 
53401.0000 M964 917669 Sat13 Sat24 300 N 
53401.0000 M965 509312 Sat13 Sat35 300 N 
53401.0000 M966 726259 Sat13 Sat46 300 N 
53401.0000 M967 569042 Sat13 Sat57 300 N 
53401.0000 M968 948939 Sat13 Sat68 300 N 
53401.0000 M969 868575 Sat24 Beijing0 300 N 
53401.0000 M970 991364 Sat24 Kashi1 300 N 
53401.0000 M971 828591 Sat24 Sanya2 300 N 
53401.0000 M972 555903 Sat24 Sat13 300 N 
53401.0000 M973 581182 Sat24 Sat35 300 N 
53401.0000 M974 717474 Sat24 Sat46 300 N 
53401.0000 M975 562721 Sat24 Sat57 300 N 
53401.0000 M976 624175 Sat24 Sat68 300 N 
53401.0000 M977 510867 Sat35 Beijing0 300 N 
53401.0000 M978 698418 Sat35 Kashi1 300 N 
53401.0000 M979 729761 Sat35 Sanya2 300 N 
53401.0000 M980 804101 Sat35 Sat13 300 N 
53401.0000 M981 976525 Sat35 Sat24 300 N 
53401.0000 M982 682754 Sat35 Sat46 300 N 
53401.0000 M983 944555 Sat35 Sat57 300 N 
53401.0000 M984 698634 Sat35 Sat68 300 N 
53401.0000 M985 649613 Sat46 Beijing0 300 N 
53401.0000 M986 553438 Sat46 Kashi1 300 N 
53401.0000 M987 721766 Sat46 Sanya2 300 N 
53401.0000 M988 940773 Sat46 Sat13 300 N 
53401.0000 M989 925828 Sat46 Sat24 300 N 
53401.0000 M990 692060 Sat46 Sat35 300 N 
53401.0000 M991 718162 Sat46 Sat57 300 N 
53401.0000 M992 859552 Sat46 Sat68 300 N 
53401.0000 M993 982315 Sat57 Beijing0 300 N 
53401.0000 M994 779825 Sat57 Kashi1 300 N 
53401.0000 M995 993036 Sat57 Sanya2 300 N 
53401.0000 M996 796075 Sat57 Sat13 300 N 
53401.0000 M997 890713 Sat57 Sat24 300 N 
53401.0000 M998 680679 Sat57 Sat35 300 N 
53401.0000 M999 908672 Sat57 Sat46 300 N 
53401.0000 M1000 652026 Sat57 Sat68 300 N 
53401.0000 M1001 555781 Sat68 Beijing0 300 N 
53401.0000 M1002 649958 Sat68 Kashi1 300 N 
53401.0000 M1003 803308 Sat68 Sanya2 300 N 
53401.0000 M1004 677609 Sat68 Sat13 300 N 
